;Station;City
3578;rambouillet;rambouillet
3579;foix;foix
3580;couiza-montazels;montazels
3581;st-pierre-en-faucigny;saint-pierre-en-faucigny
3582;la bohalle;la bohalle
3583;boussy-st-antoine;boussy-saint-antoine
3584;rennes;rennes
3585;jeandelize;jeandelize
3586;luçon;luçon
3587;joué-lès-tours;joue-les-tours
3588;mailly-la-ville;mailly-la-ville
3589;oullins;oullins
3590;asnières-sur-seine;asnieres-sur-seine
3591;ceyzériat;ceyzériat
3592;cambrai;cambrai
3593;paris-gare-de-lyon-souterrain;paris
3594;lancerf;plourivo
3595;la levade;grand-combe (la)
3596;nogent-le-rotrou;nogent-le-rotrou
3597;lamballe;lamballe
3598;russ-hersbach;wisches
3599;orry-la-ville-coye;orry-la-ville
3600;pamiers;pamiers
3601;st-laurent-gainneville;saint-laurent-de-brèvedent
3602;tergnier;tergnier
3603;cocheren;cocheren
3604;lalinde;lalinde
3605;hesdin;hesdin
3606;bourgneuf-en-retz;bourgneuf-en-retz
3607;marseille-en-beauvaisis;marseille-en-beauvaisis
3608;wacquemoulin;wacquemoulin
3609;bourg-en-bresse;bourg-en-bresse
3610;aubin;aubin
3611;niort;niort
3612;st-pourçain-sur-sioule;saint-pourçain-sur-sioule
3613;nantiat;nantiat
3614;moissac;moissac
3615;st-christophe;saint-christophe-vallon
3616;viviez-decazeville;viviez
3617;villers-sur-mer;villers-sur-mer
3618;grand-bourg;ris-orangis
3619;béthune-rivage;bethune
3620;maresquel;maresquel-ecquemicourt
3621;gujan-mestras;gujan-mestras
3622;langon;langon
3623;orangis-bois-de-l'épine;ris-orangis
3624;vierzon-ville;vierzon
3625;viam;viam
3626;simiane;simiane-collongue
3627;crouy-sur-ourcq;crouy-sur-ourcq
3628;paris-vaugirard;paris
3629;compiègne;margny-lès-compiègne
3630;breuillet-village;breuillet
3631;guillaucourt;guillaucourt
3632;st-junien;saint-junien
3633;brazey-en-plaine;brazey-en-plaine
3634;champtocé-sur-loire;champtocé-sur-loire
3635;franconville-plessis-bouchard;franconville
3636;marignac-st-béat;marignac
3637;le perray;le perray-en-yvelines
3638;saverdun;saverdun
3639;voyenne;voyenne
3640;le monastier;le monastier-pin-moriès
3641;colmar-mésanges;colmar
3642;les abrets-fitilieu;fitilieu
3643;strasbourg-port-du-rhin;strasbourg
3644;plerguer;plerguer
3645;escalquens;escalquens
3646;st-pol-sur-ternoise;saint-pol-sur-ternoise
3647;denain;denain
3648;péreire-levallois;paris
3649;la brigue;la brigue
3650;blainville-damelevières;damelevières
3651;chissay-en-touraine;chissay-en-touraine
3652;teting;teting-sur-nied
3653;frasne;frasne
3654;is-sur-tille;marcilly-sur-tille
3655;cergy-préfecture;cergy
3656;oissel;tourville-la-rivière
3657;st-amand-les-eaux;saint-amand-les-eaux
3658;reims;reims
3659;plaisir-grignon;plaisir
3660;empalot;toulouse
3661;la fresnais;la fresnais
3662;mézy;mézy-moulins
3663;ste-geneviève-des-bois;sainte-genevieve-des-bois
3664;château-renault;château-renault
3665;vern;vern-sur-seiche
3666;apach;apach
3667;pornichet;pornichet
3668;buzy-en-béarn;buzy
3669;vendeuvre-jort;vendeuvre
3670;dijon-porte-d'ouche-perrigny;dijon
3671;bassens;bassens
3672;la barasse;marseille
3673;corps-nuds;corps-nuds
3674;lézignan-la-cèbe;lézignan-la-cèbe
3675;st-quentin-en-yvelines;montigny-le-bretonneux
3676;lus-la-croix-haute;lus-la-croix-haute
3677;la gouesnière-cancale;saint-méloir-des-ondes
3678;cornil;cornil
3679;annecy;annecy
3680;fère-en-tardenois;fère-en-tardenois
3681;st-rambert-d'albon;saint-rambert-d'albon
3682;ermont-eaubonne;eaubonne
3683;ermont-eaubonne (psl);ermont
3684;wissembourg;wissembourg
3685;bellignat;bellignat
3686;le dorat;le dorat
3687;toul;toul
3688;dourdan-la-forêt;dourdan
3689;martigues;martigues
3690;montbard;montbard
3691;magland;magland
3692;dieppe;dieppe
3693;bazoches;bazoches-sur-vesles
3694;ygos;ygos-saint-saturnin
3695;châteaubriant tram-train;chateaubriant
3696;entressen;istres
3697;la cave;marsac-sur-l'isle
3698;tessonnières;gaillac
3699;goncelin;goncelin
3700;novillars;novillars
3701;angers-st-serge;écouflant
3702;latour-de-carol-enveitg;enveitg
3703;boën;boën
3704;versailles-matelots;versailles
3705;chepy-valines;chépy
3706;mehun-sur-yèvre;mehun-sur-yèvre
3707;origny-en-thiérache;origny-en-thiérache
3708;trémolat;trémolat
3709;la rochelle-ville;rochelle (la )
3710;saverne;saverne
3711;la verrière;verriere (la )
3712;le boulou-perthus;le boulou
3713;petit-jouy-les loges;les loges-en-josas
3714;hombourg-haut;hombourg-haut
3715;st-andré-de-corcy;saint-andré-de-corcy
3716;buzançais;buzançais
3717;le teil;le teil
3718;strazeele;strazeele
3719;alet-les-bains;alet-les-bains
3720;laroche-migennes;migennes
3721;urt;urt
3722;wallers;wallers
3723;aurec;aurec-sur-loire
3724;chilly-mazarin;chilly-mazarin
3725;desvres;desvres
3726;st-victor;saint-maclou-de-folleville
3727;gravelines;gravelines
3728;pont-de-la-deûle;flers-en-escrebieux
3729;longuerue-vieux-manoir;vieux-manoir
3730;st-pierre-sur-dives;saint-pierre-sur-dives
3731;cuers-pierrefeu;cuers
3732;aéroport-charles-de-gaulle 2-tgv;tremblay-en-france
3733;saincaize;saincaize-meauce
3734;valergues-lansargues;valergues
3735;ingwiller;ingwiller
3736;conflans-fin-d'oise;conflans-sainte-honorine
3737;jonchery-sur-vesle;jonchery-sur-vesle
3738;vic-sur-aisne;ressons-le-long
3739;le buisson;le buisson-de-cadouin
3740;la ricamarie;ricamarie (la )
3741;la brohinière;montauban-de-bretagne
3742;épluches;saint-ouen-l'aumone
3743;les cauquillous;lavaur
3744;les deux jumeaux;hendaye
3745;sarrebourg;sarrebourg
3746;châlons-en-champagne;chalons-en-champagne
3747;argenteuil;argenteuil
3748;agay;saint-raphael
3749;artenay;artenay
3750;sorgues-châteauneuf-du-pape;sorgues
3751;longages-noé;longages
3752;châteaudun;chateaudun
3753;la méaugon;la méaugon
3754;épehy;épehy
3755;mâlain;mâlain
3756;metz-ville;metz
3757;bon-encontre;boé
3758;achères-ville;acheres
3759;pavillons-sous-bois;pavillons-sous-bois (les)
3760;yvetot;yvetot
3761;romorantin (voie étroite);romorantin-lanthenay
3762;docelles-cheniménil;cheniménil
3763;tanus;tanus
3764;freistroff;freistroff
3765;marsac;marsac
3766;port-de-bouc;port-de-bouc
3767;fenouillet;fenouillet
3768;suèvres;suèvres
3769;plestan;plestan
3770;vaux-sous-aubigny;vaux-sous-aubigny
3771;juvisy;juvisy-sur-orge
3772;namps-quevauvillers;namps-maisnil
3773;garges-sarcelles;garges-les-gonesse
3774;boisseaux;boisseaux
3775;genech;genech
3776;st-brieuc;saint-brieuc
3777;figeac;figeac
3778;cercy-la-tour;cercy-la-tour
3779;le pouliguen;le pouliguen
3780;vorey;vorey
3781;basse-ham;basse-ham
3782;quédillac;quédillac
3783;seurre;seurre
3784;martres-tolosane;martres-tolosane
3785;bénestroff;bénestroff
3786;limay;limay
3787;la motte-ste-rosseline;la motte
3788;chantenay;nantes
3789;château-l'évêque;château-l'évêque
3790;frouard;frouard
3791;bourg-bruche;bourg-bruche
3792;vert-galant;villepinte
3793;hyères;hyeres
3794;port-fluvial-de-chalon-sur-saône;chalon-sur-saone
3795;base aérienne;gièvres
3796;rougebarre;marcq-en-baroeul
3797;landas;landas
3798;st-armel;saint-armel
3799;xertigny;xertigny
3800;issé;issé
3801;la valbonne;béligneux
3802;st-pierre-le-moûtier;saint-pierre-le-moûtier
3803;puyoô;puyoô
3804;mouans-sartoux;mouans-sartoux
3805;le bosquet;cannes
3806;savigny-sur-orge;savigny-sur-orge
3807;st-léger-sur-dheune;saint-léger-sur-dheune
3808;st-amand-de-vendôme;saint-amand-longpré
3809;huningue;huningue
3810;anzeling;anzeling
3811;clacy-mons;clacy-et-thierret
3812;compans;compans
3813;arras;arras
3814;charmes;charmes
3815;ham-en-artois;ham-en-artois
3816;goxwiller;goxwiller
3817;la chaussée-st-victor;la chaussée-saint-victor
3818;mommenheim;mommenheim
